,road_segment_id,road_segment_length,ST_NAME,speed_category,funclass_name,geometry,direction,ST_TYPE,ST_PRE,From,To,To_2,To_3,To_4
131,17621417,0.057166132,Belhaven,30,Local,"MULTILINESTRING ((2381154.0319664693 7135012.350702016, 2381456.6532227932 7135019.878854474))",E,St,,Bowling Green,Fordham,,,
132,17621418,0.060272987,Thunderbird,30,Local,"MULTILINESTRING ((2374091.859418456 7134915.113809429, 2374247.3201975715 7134953.463124537, 2374341.9573035813 7134965.5745494235, 2374406.021778107 7134977.29985966))",E,Dr,,Greenway,Glen Garden,,,
133,17621419,0.155964121,Glen Garden,30,Local,"MULTILINESTRING ((2374091.859418456 7134915.113809429, 2373852.555119404 7135705.301773809))",N,St,,Thunderbird,Windsor Farms,,,
134,17621420,0.143536701,Brooklake St,30,Local,"MULTILINESTRING ((2375188.955684499 7134965.372749343, 2375176.2707121586 7135725.674447481))",N,St,,Thunderbird,Brookhollow,,,
135,17621421,0.056544761,Thunderbird,30,Local,"MULTILINESTRING ((2375188.955684499 7134965.372749343, 2374889.1603030018 7134976.132296736))",W,Dr,,Carriage Hill,Brooklake St,,,
136,17621424,0.154721379,Westview,30,Local,"MULTILINESTRING ((2375442.9846131126 7134946.758936372, 2375447.8992100307 7135765.500827514))",N,Trl,,Thunderbird,Brookhollow St,,,
137,17621425,0.047845567,Thunderbird,30,Local,"MULTILINESTRING ((2375442.9846131126 7134946.758936372, 2375188.955684499 7134965.372749343))",W,Dr,,Brooklake St,Westview,,,
138,17621426,0.057787503,Belhaven,30,Local,"MULTILINESTRING ((2380848.5868859324 7134986.59623316, 2380921.9610165493 7134987.538344957, 2381068.382148121 7135014.888952363, 2381154.0319664693 7135012.350702016))",E,St,,Georgetown,Fordham,,,
139,17621427,0.065865326,Georgetown,30,Local,"MULTILINESTRING ((2380848.5868859324 7134986.59623316, 2380847.1602402977 7135335.881915424))",N,Dr,,Belhaven,Auburn,,,
140,17621428,0.046602825,Thunderbird,30,Local,"MULTILINESTRING ((2375442.9846131126 7134946.758936372, 2375663.245630557 7134938.634754178, 2375687.565343647 7134949.8587964745))",E,Dr,,Crestmeadow,Westview,,,
141,17621429,0.031689921,Princeton,30,Local,"MULTILINESTRING ((2381766.3250939036 7134954.728895996, 2381934.19332755 7134978.72084481))",E,Ct,,Malone,,,,
142,17621432,0.005592339,Mesa,30,Local,"MULTILINESTRING ((2372866.3091693087 7134866.913447311, 2372853.7136906874 7134895.863442584))",NW,Dr,,Barcelona,,,,
143,17621433,0.062758471,Thunderbird,30,Local,"MULTILINESTRING ((2373771.948584138 7134823.749731738, 2374091.859418456 7134915.113809429))",E,Dr,,Colonial,Glen Garden,,,
144,17621434,0.036039518,Colonial,30,Local,"MULTILINESTRING ((2373771.948584138 7134823.749731738, 2373717.634108072 7135008.631629282))",N,Dr,,Thunderbird,,,,
145,17621435,0.037903631,Bolivar,30,Local,"MULTILINESTRING ((2385992.587727272 7134922.061234963, 2385996.101294211 7135122.2293796195))",N,St,,Taliaferro,Fain,,,
146,17621437,0.071457665,Taliaferro,30,Local,"MULTILINESTRING ((2385992.587727272 7134922.061234963, 2386371.640807963 7134930.629308877))",E,St,,Elm,Bolivar,,,
147,17621440,0.039146373,Thunderbird,30,Local,"MULTILINESTRING ((2373570.8110447195 7134770.272337684, 2373771.948584138 7134823.749731738))",E,Dr,,I-35,Colonial,,,
148,17621442,0.108118554,Palmer,30,Local,"MULTILINESTRING ((2387733.4036295908 7134850.133578732, 2387738.177110613 7135421.455015617))",N,Dr,,Oaklawn,Peach,,,
149,17621446,0.058408874,Augusta,30,Local,"MULTILINESTRING ((2374722.279120728 7134631.99521639, 2374413.3089780095 7134642.643199965))",W,Dr,,Greenway,,,,
150,17621448,0.031689921,Bell,30,Local,"MULTILINESTRING ((2388249.3543671747 7134678.5813664235, 2388247.167313995 7134845.9280663105))",N,Ave,N,Oaklawn,,,,
151,17621449,0.064622584,Malone,30,Local,"MULTILINESTRING ((2381770.7253124197 7134612.7586367605, 2381766.3250939036 7134954.728895996))",N,St,,Greenbriar,Princeton,,,
152,17621450,0.106875812,Augusta,30,Local,"MULTILINESTRING ((2373870.856423214 7134497.526420085, 2374205.6890945816 7134618.1884945715, 2374257.4791935747 7134633.397025574, 2374324.693585461 7134637.884810917, 2374413.3089780095 7134642.643199965))",E,Dr,,Colonial,Greenway,,,
153,17621452,0.135458878,Hinkle,30,Local,"MULTILINESTRING ((2382948.1576507636 7134598.821863518, 2382954.1957713123 7135315.701198793))",N,Dr,,Greenbriar,Haggard,,,
154,17621453,0.223072189,Greenbriar,30,Local,"MULTILINESTRING ((2382948.1576507636 7134598.821863518, 2382675.9178723744 7134606.225814311, 2382455.4646418532 7134628.853821532, 2381770.7253124197 7134612.7586367605))",W,St,,Malone,Hinkle,,,
155,17621457,0.157828234,Fowler,30,Local,"MULTILINESTRING ((2387421.826511428 7134591.366647799, 2387423.1891344828 7135424.622089023))",N,Dr,,Forest,Peach,,,
156,17621458,0.128623797,Forest,30,Local,"MULTILINESTRING ((2387421.826511428 7134591.366647799, 2386740.002680285 7134586.119315972))",W,St,,Fowler,Locust,,,
157,17621459,0.049088309,Palmer,30,Local,"MULTILINESTRING ((2387730.708067569 7134588.119751523, 2387733.4036295908 7134850.133578732))",N,Dr,,Forest,Oaklawn,,,
158,17621460,0.058408874,Forest,30,Local,"MULTILINESTRING ((2387730.708067569 7134588.119751523, 2387421.826511428 7134591.366647799))",W,St,,Palmer,Fowler,,,
159,17621465,0.132352023,Denison,30,Local,"MULTILINESTRING ((2385629.0847037854 7134422.4900606405, 2385650.585607955 7135121.3784636))",N,St,,Ross,Fain,,,
160,17621466,0.072079036,Ross,30,Local,"MULTILINESTRING ((2385629.0847037854 7134422.4900606405, 2385246.6850051843 7134435.718934631))",W,St,,Denison,Carroll,,,
161,17621468,0.066486697,Ross,30,Local,"MULTILINESTRING ((2385980.911671588 7134408.8683280805, 2385629.0847037854 7134422.4900606405))",W,St,,Bolivar,Denison,,,
162,17621470,0.058408874,Malone,30,Local,"MULTILINESTRING ((2381741.026899823 7134306.735536302, 2381761.4451429527 7134383.408487813, 2381770.7253124197 7134612.7586367605))",N,St,,Tulane,Greenbriar,,,
163,17621471,0.080156859,Tulane,30,Local,"MULTILINESTRING ((2382166.228647536 7134294.016168679, 2381848.1735620215 7134297.1985376505, 2381741.026899823 7134306.735536302))",W,Dr,,Malone,Cornell,,,
164,17621472,0.144779443,Bowling Green,30,Local,"MULTILINESTRING ((2381408.293437429 7134262.431838053, 2381432.0036800834 7134320.953977722, 2381455.4331849637 7134401.304023506, 2381458.9920159657 7134837.979741761, 2381456.6532227932 7135019.878854474))",N,St,,Tulane,Belhaven,,,
165,17621473,0.128623797,Georgetown,30,Local,"MULTILINESTRING ((2380835.9198424127 7134306.018740404, 2380848.5868859324 7134986.59623316))",N,Dr,,Tulane,Belhaven,,,
166,17621474,0.050952422,Tulane,30,Local,"MULTILINESTRING ((2381408.293437429 7134262.431838053, 2381322.314275652 7134290.435276129, 2381141.7920682286 7134299.031247409))",W,Dr,,Fordham,Bowling Green,,,
167,17621475,0.134837507,Fordham,30,Local,"MULTILINESTRING ((2381141.7920682286 7134299.031247409, 2381154.0319664693 7135012.350702016))",N,Ln,,Tulane,Belhaven,,,
168,17621476,0.057787503,Tulane,30,Local,"MULTILINESTRING ((2381141.7920682286 7134299.031247409, 2380835.9198424127 7134306.018740404))",W,Dr,,Fordham,Georgetown,,,
169,17621480,0.032932663,Malone,30,Local,"MULTILINESTRING ((2381607.9553522794 7134192.227631109, 2381683.5930213514 7134255.056475222, 2381741.026899823 7134306.735536302))",NE,St,,Tulane,,,,
170,17621482,0.120545974,Roberts,30,Local,"MULTILINESTRING ((2388244.7942407825 7134325.578295618, 2388740.1749724746 7134324.778917631, 2388767.643235886 7134328.776920685, 2388819.379599677 7134347.646897154, 2388864.7155911713 7134388.26474796))",E,St,,Bell,Brown,,,
171,17621483,0.039767744,Tulane,30,Local,"MULTILINESTRING ((2381607.9553522794 7134192.227631109, 2381408.293437429 7134262.431838053))",W,Dr,,Malone,Bowling Green,,,
172,17621488,0.070836294,Hinkle,30,Local,"MULTILINESTRING ((2382946.878241937 7134224.031131867, 2382946.5965812304 7134245.859003186, 2382948.1576507636 7134598.821863518))",N,Dr,,Tulane,Greenbriar,,,
173,17621489,0.148507669,Tulane,30,Local,"MULTILINESTRING ((2382946.878241937 7134224.031131867, 2382720.4013649733 7134239.302456426, 2382420.080079709 7134290.0094692735, 2382166.228647536 7134294.016168679))",W,Dr,,Hinkle,Cornell,,,
174,17621494,0.392085101,Lariat,30,Local,"MULTILINESTRING ((2368873.594983777 7134074.625691629, 2368845.6254396783 7134110.662690828, 2368829.6585763367 7134165.04213654, 2368835.07877171 7135202.100831173, 2368832.6414511558 7136133.543740796))",N,Rd,N,Lariat,Hampton,,,
175,17621495,0.088856053,Lariat,30,Local,"MULTILINESTRING ((2368405.957459281 7134057.8840744635, 2368809.6175055983 7134055.635424609, 2368834.0309133767 7134059.578274231, 2368873.594983777 7134074.625691629))",E,Rd,,Lariat,,,,
176,17621496,0.181440332,Cindy,30,Local,"MULTILINESTRING ((2369840.124098208 7134053.941408245, 2369843.409216335 7135014.564003705))",N,Ln,,Lariat,Tieszen,,,
177,17621497,0.183304445,Lariat,30,Local,"MULTILINESTRING ((2369840.124098208 7134053.941408245, 2368953.3580329604 7134053.788691092, 2368922.7392349904 7134057.045515667, 2368873.594983777 7134074.625691629))",W,Rd,,Cindy,Lariat,,,
178,17621498,0.181440332,Marshall,30,Local,"MULTILINESTRING ((2370766.6359351105 7134054.616372854, 2370785.179615649 7135015.430519044))",N,Rd,,Lariat,Tieszen,,,
179,17621499,0.175226622,Lariat,30,Local,"MULTILINESTRING ((2370766.6359351105 7134054.616372854, 2369840.124098208 7134053.941408245))",W,Rd,,Marshall,Cindy,,,
180,17621504,0.016777017,Malone,30,Local,"MULTILINESTRING ((2381541.4426135723 7134133.154897858, 2381607.9553522794 7134192.227631109))",NE,St,,Tulane,,,,
181,17621506,0.157206863,I-35,40,Arterial,"MULTILINESTRING ((2373782.7822254356 7133965.183525609, 2373654.614014395 7134429.303610362, 2373570.8110447195 7134770.272337684))",N,Unknown,N,Thunderbird,,,,
182,17621511,0.061515729,Cornell,30,Local,"MULTILINESTRING ((2382118.376917495 7133973.204606514, 2382167.7280122037 7134177.600817824, 2382166.228647536 7134294.016168679))",N,Ln,,Tulane,,,,
183,17621512,0.114332264,Sherman,40,Arterial,"MULTILINESTRING ((2387236.9005293497 7133999.503476036, 2387403.631303293 7134110.835320667, 2387740.1467057755 7134333.541534522))",NE,Dr,E,Sherman,,,,
184,17621514,0.023612098,Woodland,40,Arterial,"MULTILINESTRING ((2386864.7568291156 7133929.159313613, 2386739.357851534 7133931.16475296))",W,St,,Locust,,,,
185,17621515,0.028583066,Sherman,40,Arterial,"MULTILINESTRING ((2387096.9736460377 7133943.100681128, 2387157.9310618327 7133958.449544814, 2387236.9005293497 7133999.503476036))",E,Dr,E,Sherman,,,,
186,17621518,0.031689921,Woodland,30,Local,"MULTILINESTRING ((2387262.355390923 7133923.424957803, 2387118.5173759903 7133932.465694854, 2387096.9736460377 7133943.100681128))",W,St,,,,,,
187,17621519,0.089477424,Denison,30,Local,"MULTILINESTRING ((2385610.7680446645 7133949.235738915, 2385629.0847037854 7134422.4900606405))",N,St,,Sherman,Ross,,,
188,17621521,0.063379842,Hinkle,30,Local,"MULTILINESTRING ((2382942.024959173 7133889.218787861, 2382946.878241937 7134224.031131867))",N,Dr,,Tulane,,,,
189,17621522,0.09320565,Bolivar,30,Local,"MULTILINESTRING ((2385972.055959217 7133913.9051857935, 2385980.911671588 7134408.8683280805))",N,St,,Sherman,Ross,,,
190,17621524,0.077671375,Bell,30,Local,"MULTILINESTRING ((2388244.0519499346 7133914.407733853, 2388244.7942407825 7134325.578295618))",N,Ave,N,Woodland,Roberts,,,
191,17621529,0.009941936,Sherman,30,Local,"MULTILINESTRING ((2385295.246820974 7133992.44138995, 2385240.1673153825 7133995.365271786))",W,Dr,W,Carroll,,,,
192,17621530,0.054680648,Carroll,30,Local,"MULTILINESTRING ((2385240.1673153825 7133995.365271786, 2385239.9676465294 7134246.425207938, 2385251.724904684 7134282.963638713))",N,Blvd,N,Sherman,,,,
193,17621531,0.14912904,Woodland,30,Local,"MULTILINESTRING ((2388244.0519499346 7133914.407733853, 2388305.29419974 7133907.930955094, 2388776.2701213555 7133903.17448733, 2388864.6002274137 7133929.800560772, 2388952.5015806872 7133989.168598361, 2389004.143133711 7134015.314806919))",E,St,,Bell,Frame,,,
194,17621537,0.084506456,469,30,Highways,"MULTILINESTRING ((2373579.1033483073 7133627.865645822, 2373590.4611091157 7133697.141715848, 2373601.772932723 7133770.055784023, 2373609.4308248986 7133890.225186659, 2373591.8498366987 7134071.931968958))",N,Unknown,,,,,,
195,17621541,0.328705259,Lake,30,Local,"MULTILINESTRING ((2380502.319768678 7133614.046048665, 2380519.8040880836 7135349.873643757))",N,Trl,N,Amherst,Auburn,,,
196,17621545,0.021126614,I-35,45,Highways,"MULTILINESTRING ((2373614.1111461045 7133519.150088112, 2373579.1033483073 7133627.865645822))",N,Unknown,N,Bandera,,,,
197,17621548,0.141051217,Georgetown,30,Local,"MULTILINESTRING ((2380817.977743171 7133559.879382236, 2380835.9198424127 7134306.018740404))",N,Dr,,Amherst,Tulane,,,
198,17621549,0.060894358,Amherst,30,Local,"MULTILINESTRING ((2380817.977743171 7133559.879382236, 2380631.3368264665 7133568.399721959, 2380502.319768678 7133614.046048665))",W,Dr,,Georgetown,Lake,,,
199,17621550,0.140429846,Fordham,30,Local,"MULTILINESTRING ((2381132.982500844 7133556.647536389, 2381141.7920682286 7134299.031247409))",N,Ln,,Amherst,Tulane,,,
200,17621551,0.059651616,Amherst,30,Local,"MULTILINESTRING ((2381132.982500844 7133556.647536389, 2380817.977743171 7133559.879382236))",W,Dr,,Georgetown,Fordham,,,
201,17621552,0.113710893,Malone,30,Local,"MULTILINESTRING ((2381447.987361525 7133553.41877996, 2381449.7054451844 7133895.467487117, 2381454.9314559037 7133964.667726692, 2381490.403453984 7134059.726940488, 2381541.4426135723 7134133.154897858))",N,St,,Amherst,,,,
202,17621553,0.059651616,Amherst,30,Local,"MULTILINESTRING ((2381447.987361525 7133553.41877996, 2381132.982500844 7133556.647536389))",W,Dr,,Malone,Fordham,,,
203,17621554,0.138565733,Dartmouth,30,Local,"MULTILINESTRING ((2381763.039133561 7133546.555134107, 2381771.383493197 7133848.664758546, 2381783.1448368286 7133885.201911844, 2381798.0103224274 7133918.140432045, 2381819.0841154857 7133943.881687017, 2381840.1578744226 7133969.622956194, 2381867.439940622 7133988.166976001, 2381949.801082659 7134003.781400226, 2382004.8802012214 7134000.851875734, 2382118.376917495 7133973.204606514))",NE,Pl,,Amherst,,,,
204,17621555,0.059651616,Amherst,30,Local,"MULTILINESTRING ((2381763.039133561 7133546.555134107, 2381447.987361525 7133553.41877996))",W,Dr,,Malone,Dartmouth,,,
205,17621556,0.082642343,Cornell,30,Local,"MULTILINESTRING ((2382071.9762934432 7133539.615842792, 2382071.9420023276 7133779.761799531, 2382118.376917495 7133973.204606514))",N,Ln,,Amherst,,,,
206,17621557,0.058408874,Amherst,30,Local,"MULTILINESTRING ((2382071.9762934432 7133539.615842792, 2381763.039133561 7133546.555134107))",W,Dr,,Cornell,Dartmouth,,,
207,17621558,0.175847993,Bryn Mawr,30,Local,"MULTILINESTRING ((2382386.981533691 7133536.396295587, 2382387.9762349697 7133696.506727942, 2382398.846206109 7133802.165692581, 2382413.242279875 7133871.484281272, 2382428.1071299706 7133904.42309266, 2382473.264165713 7133959.583827331, 2382491.4676106363 7133970.7342034355, 2382528.155836599 7133971.207114994, 2382715.5926458025 7133900.852164877, 2382767.7085135034 7133890.608563698, 2382942.024959173 7133889.218787861))",NE,Pl,,Amherst,,,,
208,17621559,0.059651616,Amherst,30,Local,"MULTILINESTRING ((2382386.981533691 7133536.396295587, 2382071.9762934432 7133539.615842792))",W,Dr,,Cornell,Bryn Mawr,,,
209,17621561,0.105011699,Amherst,30,Local,"MULTILINESTRING ((2382386.981533691 7133536.396295587, 2382943.2862679833 7133554.485410975))",E,Dr,,Hinkle,Bryn Mawr,,,
210,17621569,0.009941936,University,35,Highways,"MULTILINESTRING ((2385228.714523492 7133463.983047787, 2385283.700523544 7133468.335094288))",E,Dr,W,Carroll,,,,
211,17621571,0.008077823,Carroll,40,Arterial,"MULTILINESTRING ((2385284.267007062 7133424.679413774, 2385283.700523544 7133468.335094288))",N,Blvd,N,University,,,,
212,17621572,0.007456452,Carroll,40,Arterial,"MULTILINESTRING ((2385229.233731483 7133423.965339808, 2385228.714523492 7133463.983047787))",N,Blvd,N,University,,,,
213,17621573,0.009941936,University,35,Highways,"MULTILINESTRING ((2385229.233731483 7133423.965339808, 2385284.267007062 7133424.679413774))",E,Dr,W,Carroll,,,,
214,17621576,0.008077823,Bolivar,30,Local,"MULTILINESTRING ((2385969.1727297283 7133429.935583402, 2385971.6627148753 7133473.630990411))",N,St,,University,,,,
215,17621591,0.011184678,Alice,30,Local,"MULTILINESTRING ((2384326.5026278133 7133237.61353654, 2384328.7593741864 7133299.498684123))",N,St,,University,,,,
216,17621601,0.016155646,I-35,45,Highways,"MULTILINESTRING ((2373751.3625831874 7133062.421795473, 2373725.847428952 7133145.786963459))",N,Unknown,N,,,,,
217,17621608,0.009941936,I-35,45,Highways,"MULTILINESTRING ((2373767.2924058693 7133011.682823892, 2373751.3625831874 7133062.421795473))",N,Unknown,N,University,,,,
218,17621609,0.027961695,University,45,Highways,"MULTILINESTRING ((2373767.2924058693 7133011.682823892, 2373617.4317859146 7133013.430884931))",W,Dr,W,I-35,,,,
219,17621611,0.016155646,I-35,45,Highways,"MULTILINESTRING ((2374064.0481487107 7133000.874215974, 2374041.589571798 7133084.277735429))",N,Unknown,N,University,,,,
220,17621616,0.011806049,I-35,45,Highways,"MULTILINESTRING ((2373783.3599884273 7132950.02989381, 2373767.2924058693 7133011.682823892))",N,Unknown,N,University,,,,
221,17621617,0.029825808,University,45,Highways,"MULTILINESTRING ((2373783.3599884273 7132950.02989381, 2373624.234959963 7132958.938167031))",W,Dr,W,I-35,,,,
222,17621620,0.011806049,I-35,45,Highways,"MULTILINESTRING ((2374080.116307451 7132939.221434867, 2374064.0481487107 7133000.874215974))",N,Unknown,N,University,,,,
223,17621621,0.038525002,University,45,Highways,"MULTILINESTRING ((2374080.116307451 7132939.221434867, 2374284.9654743453 7132941.808749066))",E,Dr,W,I-35,,,,
224,17621629,0.009320565,Sunset,30,Local,"MULTILINESTRING ((2385228.6885262365 7132994.605195142, 2385280.665092447 7132995.279594979))",E,St,,Carroll,,,,
225,17621631,0.011806049,Fulton,30,Local,"MULTILINESTRING ((2383379.356463297 7132937.917478451, 2383381.5680783424 7133003.440524318))",N,St,,University,,,,
226,17621637,0.019883872,I-35,45,Highways,"MULTILINESTRING ((2373812.162427011 7132848.513417041, 2373783.3599884273 7132950.02989381))",N,Unknown,N,University,,,,
227,17621641,0.01864113,I-35,45,Highways,"MULTILINESTRING ((2374105.8162955935 7132841.304604192, 2374080.116307451 7132939.221434867))",N,Unknown,N,University,,,,
228,17621645,0.011184678,Bonnie Brae,40,Arterial,"MULTILINESTRING ((2377918.4656699547 7132889.676717163, 2377914.61989629 7132951.483459315))",N,St,N,University,,,,
229,17621654,0.010563307,Ector,30,Local,"MULTILINESTRING ((2379787.26879147 7132858.973381568, 2379786.523453666 7132917.181067367))",N,St,,University,,,,
230,17621656,0.009941936,Primrose,30,Local,"MULTILINESTRING ((2380285.7743184064 7132854.444781965, 2380288.1321707736 7132909.053673811))",N,St,,University,,,,
231,17621658,0.010563307,Georgetown,30,Local,"MULTILINESTRING ((2380805.7289958494 7132846.560663012, 2380814.1541739325 7132904.886066646))",N,Dr,,University,,,,
